learning_rate: 0.1, training_size: 2000, batch_size: 50, num_epochs: 20, dataset_type: 2, dataset_size: 100, model_type: 1, exp_name: baseline, activation: elu, loss: 13.8106040797, acc: 0.143888888891
val_loss,val_acc,loss,acc
13.78124161,0.14285714,16.07935043,0.14391156
45.80427170,0.14285714,24.60508608,0.14360544
13.82999643,0.14285714,14.97913881,0.14241497
13.83602745,0.14285714,13.83511948,0.14241497
13.82635519,0.14285714,13.83378636,0.14241497
13.82483138,0.14285714,13.83496509,0.14241497
13.82219718,0.14285714,13.83502024,0.14241497
13.82433164,0.14285714,13.83460858,0.14241497
13.82649460,0.14285714,13.83396753,0.14241497
13.82709530,0.14285714,13.83403637,0.14241497
13.83024422,0.14285714,13.83451480,0.14241497
13.82819210,0.14285714,13.83452490,0.14241497
13.82643350,0.14285714,13.83419931,0.14241497
13.82540354,0.14285714,13.83399009,0.14241497
13.82742137,0.14285714,13.83404000,0.14241497
13.82837510,0.14285714,13.83437595,0.14241497
13.82748828,0.14285714,13.83434098,0.14241497
13.82654781,0.14285714,13.83414377,0.14241497
13.82665866,0.14285714,13.83409060,0.14241497
13.82723468,0.14285714,13.83422340,0.14241497
