learning_rate: 0.001, training_size: 2000, batch_size: 50, num_epochs: 20, dataset_type: 1, dataset_size: 10, model_type: 1, exp_name: c_0, loss: 2.39967010097, acc: 0.829365079176
val_loss,val_acc,loss,acc
6.59658287,0.49142857,5.75960104,0.57687075
6.47864462,0.50342857,5.17090389,0.66020408
6.26004277,0.50242857,5.01495081,0.68197279
6.51994665,0.48800000,4.94678324,0.68843538
6.06846424,0.51157143,4.93496524,0.68945579
6.25422308,0.50642857,4.91063267,0.69115647
4.71558518,0.58285715,4.19230323,0.72006803
4.43041742,0.58157143,2.64321889,0.82687074
4.21554528,0.59671429,2.57181213,0.83945578
4.27458923,0.59314286,2.54317961,0.84455782
4.24384926,0.59642857,2.50989368,0.85068027
4.28165083,0.59100000,2.49630567,0.85068027
4.17145239,0.59885715,2.48707659,0.84999999
4.15320887,0.59957143,2.47472382,0.85102040
4.14739562,0.59614286,2.46652884,0.84829931
4.07244990,0.59942858,2.44980294,0.85442176
4.14964842,0.59557143,2.43696441,0.85476190
4.08395032,0.59771429,2.42647981,0.85476190
3.97030635,0.60200000,2.41649321,0.85646258
3.98123853,0.60085715,2.40863614,0.85646258
